CookerStat, GenerateAssetRegistry=0.020925, Initialize=0.129085, RunGuid=RunID604A3F764248B82F45BEC29CC5A8DCDA
SavePackageTransactionIdC601C8DB473AC0C53BE1BDBE1B81FDCC_0, Filename=D:/_FAC/ENJMIN/Semestre_2/Panopticon/PanopticonGit/Panopticon/UnrealProject/Content/Levels/CityLv.umap, AutoPackageBackupDelegate=1.213472, FlushAsyncLoading=0.006709, FlushStreamingFunc=4.427545, BlockTillAllRequestsFinished=0.009868, ResetLoadersForSaveUnMarkAllObjects=2.363779, TagPackageExports=0.211589, BeginCacheForCookedPlatformData=0.002369, SerializeImports=1.880601, GatherLocalizableTextData=2.356671, MarkNames=0.027634, SerializeSummary=0.350539, SerializeNames=0.113297, SerializeGatherableTextData=0.001576, BuildExportMap=0.272382, SortExportsNonSeekfree=0.383303, SortExportsSeekfreeConstructor=0.623710, SortExportsSeekfreeInner=6.616842, SortExportsSeekfree=0.004344, BuildDependencyMap=0.350934, SerializeImportMap=0.014208, SerializeExportMap=0.011053, SerializeDependencyMap=0.002764, SerializeStringAssetReferenceMap=0.001576, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.341859, SerializeExports=0.685290, SerializeBulkData=0.014607, MoveFile=0.735424, UnaccountedTime=1.507957, RunGuid=RunID604A3F764248B82F45BEC29CC5A8DCDA
SavePackageTransactionIdC601C8DB473AC0C53BE1BDBE1B81FDCC_19, Filename=D:/_FAC/ENJMIN/Semestre_2/Panopticon/PanopticonGit/Panopticon/UnrealProject/Content/WireTests/Materials/Mi_VerticesLight_Ground.uasset, AutoPackageBackupDelegate=0.555810, FlushAsyncLoading=0.003159, FlushStreamingFunc=0.048161, BlockTillAllRequestsFinished=0.003155, ResetLoadersForSaveUnMarkAllObjects=0.147641, TagPackageExports=0.005133, BeginCacheForCookedPlatformData=0.001185, SerializeImports=0.341855, GatherLocalizableTextData=0.011448, MarkNames=0.004344, SerializeSummary=0.007104, SerializeNames=0.010658, SerializeGatherableTextData=0.000790, BuildExportMap=0.011448, SortExportsNonSeekfree=0.004344, SortExportsSeekfreeConstructor=0.053685, SortExportsSeekfreeInner=0.095136, SortExportsSeekfree=0.002366, BuildDependencyMap=0.004739, SerializeImportMap=0.052501, SerializeExportMap=0.016186, SerializeDependencyMap=0.001181, SerializeStringAssetReferenceMap=0.001580, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.021711, SerializeExports=0.004739, SerializeBulkData=0.002764, MoveFile=0.789505, UnaccountedTime=0.056844, RunGuid=RunID604A3F764248B82F45BEC29CC5A8DCDA
SavePackageTransactionIdC601C8DB473AC0C53BE1BDBE1B81FDCC_20, Filename=D:/_FAC/ENJMIN/Semestre_2/Panopticon/PanopticonGit/Panopticon/UnrealProject/Content/WireTests/Materials/Mi_VerticesLight_buildings.uasset, AutoPackageBackupDelegate=0.515942, FlushAsyncLoading=0.003554, FlushStreamingFunc=0.047367, BlockTillAllRequestsFinished=0.004344, ResetLoadersForSaveUnMarkAllObjects=0.167377, TagPackageExports=0.005133, BeginCacheForCookedPlatformData=0.001185, SerializeImports=0.386462, GatherLocalizableTextData=0.011053, MarkNames=0.004344, SerializeSummary=0.008289, SerializeNames=0.011053, SerializeGatherableTextData=0.000790, BuildExportMap=0.013027, SortExportsNonSeekfree=0.003550, SortExportsSeekfreeConstructor=0.007503, SortExportsSeekfreeInner=0.103425, SortExportsSeekfree=0.001974, BuildDependencyMap=0.005130, SerializeImportMap=0.052895, SerializeExportMap=0.018556, SerializeDependencyMap=0.001185, SerializeStringAssetReferenceMap=0.001181, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.021715, SerializeExports=0.004735, SerializeBulkData=0.003159, MoveFile=0.794239, UnaccountedTime=0.050135, RunGuid=RunID604A3F764248B82F45BEC29CC5A8DCDA
SavePackageTransactionIdC601C8DB473AC0C53BE1BDBE1B81FDCC_21, Filename=D:/_FAC/ENJMIN/Semestre_2/Panopticon/PanopticonGit/Panopticon/UnrealProject/Content/WireTests/M_VerticesLight.uasset, AutoPackageBackupDelegate=0.493441, FlushAsyncLoading=0.002764, FlushStreamingFunc=0.069082, BlockTillAllRequestsFinished=0.003949, ResetLoadersForSaveUnMarkAllObjects=0.154741, TagPackageExports=0.005525, BeginCacheForCookedPlatformData=0.000790, SerializeImports=0.373829, GatherLocalizableTextData=0.009872, MarkNames=0.003945, SerializeSummary=0.007898, SerializeNames=0.009868, SerializeGatherableTextData=0.001185, BuildExportMap=0.011053, SortExportsNonSeekfree=0.003550, SortExportsSeekfreeConstructor=0.007108, SortExportsSeekfreeInner=0.214349, SortExportsSeekfree=0.001974, BuildDependencyMap=0.005130, SerializeImportMap=0.050530, SerializeExportMap=0.015397, SerializeDependencyMap=0.001185, SerializeStringAssetReferenceMap=0.001185, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020526, SerializeExports=0.004739, SerializeBulkData=0.002760, MoveFile=0.683315, UnaccountedTime=0.066318, RunGuid=RunID604A3F764248B82F45BEC29CC5A8DCDA
SavePackageTransactionIdC601C8DB473AC0C53BE1BDBE1B81FDCC_22, Filename=D:/_FAC/ENJMIN/Semestre_2/Panopticon/PanopticonGit/Panopticon/UnrealProject/Content/WireTests/Materials/Mi_CityWireBuilding.uasset, AutoPackageBackupDelegate=0.478439, FlushAsyncLoading=0.002764, FlushStreamingFunc=0.060003, BlockTillAllRequestsFinished=0.004340, ResetLoadersForSaveUnMarkAllObjects=0.148822, TagPackageExports=0.005133, BeginCacheForCookedPlatformData=0.000790, SerializeImports=0.351328, GatherLocalizableTextData=0.010658, MarkNames=0.004344, SerializeSummary=0.007104, SerializeNames=0.010658, SerializeGatherableTextData=0.001185, BuildExportMap=0.011053, SortExportsNonSeekfree=0.003554, SortExportsSeekfreeConstructor=0.006314, SortExportsSeekfreeInner=0.099480, SortExportsSeekfree=0.001974, BuildDependencyMap=0.004735, SerializeImportMap=0.049740, SerializeExportMap=0.015788, SerializeDependencyMap=0.001185, SerializeStringAssetReferenceMap=0.001185, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.021711, SerializeExports=0.004340, SerializeBulkData=0.002369, MoveFile=0.750031, UnaccountedTime=0.050530, RunGuid=RunID604A3F764248B82F45BEC29CC5A8DCDA
SavePackageTransactionIdC601C8DB473AC0C53BE1BDBE1B81FDCC_23, Filename=D:/_FAC/ENJMIN/Semestre_2/Panopticon/PanopticonGit/Panopticon/UnrealProject/Content/WireTests/Materials/Mi_CityWire_Ground.uasset, AutoPackageBackupDelegate=0.530548, FlushAsyncLoading=0.002764, FlushStreamingFunc=0.086054, BlockTillAllRequestsFinished=0.003949, ResetLoadersForSaveUnMarkAllObjects=0.149217, TagPackageExports=0.004735, BeginCacheForCookedPlatformData=0.000790, SerializeImports=0.363570, GatherLocalizableTextData=0.010263, MarkNames=0.004340, SerializeSummary=0.007503, SerializeNames=0.010263, SerializeGatherableTextData=0.001185, BuildExportMap=0.011053, SortExportsNonSeekfree=0.003155, SortExportsSeekfreeConstructor=0.007108, SortExportsSeekfreeInner=0.101846, SortExportsSeekfree=0.001580, BuildDependencyMap=0.004735, SerializeImportMap=0.048161, SerializeExportMap=0.016186, SerializeDependencyMap=0.000790, SerializeStringAssetReferenceMap=0.001580, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.021316, SerializeExports=0.004344, SerializeBulkData=0.002366, MoveFile=0.763845, UnaccountedTime=0.052504, RunGuid=RunID604A3F764248B82F45BEC29CC5A8DCDA
SavePackageTransactionIdC601C8DB473AC0C53BE1BDBE1B81FDCC_24, Filename=D:/_FAC/ENJMIN/Semestre_2/Panopticon/PanopticonGit/Panopticon/UnrealProject/Content/WireTests/M_CityWire.uasset, AutoPackageBackupDelegate=0.555020, FlushAsyncLoading=0.002764, FlushStreamingFunc=0.058819, BlockTillAllRequestsFinished=0.002764, ResetLoadersForSaveUnMarkAllObjects=0.140529, TagPackageExports=0.005133, BeginCacheForCookedPlatformData=0.001580, SerializeImports=0.343040, GatherLocalizableTextData=0.009868, MarkNames=0.003949, SerializeSummary=0.007894, SerializeNames=0.009868, SerializeGatherableTextData=0.000790, BuildExportMap=0.011843, SortExportsNonSeekfree=0.003159, SortExportsSeekfreeConstructor=0.006314, SortExportsSeekfreeInner=0.215534, SortExportsSeekfree=0.001974, BuildDependencyMap=0.004739, SerializeImportMap=0.052106, SerializeExportMap=0.015002, SerializeDependencyMap=0.001185, SerializeStringAssetReferenceMap=0.001185, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019737, SerializeExports=0.004344, SerializeBulkData=0.002369, MoveFile=0.751607, UnaccountedTime=0.055268, RunGuid=RunID604A3F764248B82F45BEC29CC5A8DCDA
SavePackageTransactionIdC601C8DB473AC0C53BE1BDBE1B81FDCC_25, Filename=D:/_FAC/ENJMIN/Semestre_2/Panopticon/PanopticonGit/Panopticon/UnrealProject/Content/Mesh/City/City_GroundVertices.uasset, AutoPackageBackupDelegate=0.211194, FlushAsyncLoading=0.006709, FlushStreamingFunc=0.111323, BlockTillAllRequestsFinished=0.008289, ResetLoadersForSaveUnMarkAllObjects=0.231721, TagPackageExports=0.064343, BeginCacheForCookedPlatformData=0.002369, SerializeImports=0.834506, GatherLocalizableTextData=0.275932, MarkNames=0.011448, SerializeSummary=0.014212, SerializeNames=0.096321, SerializeGatherableTextData=0.001580, BuildExportMap=0.041448, SortExportsNonSeekfree=0.016578, SortExportsSeekfreeConstructor=0.011843, SortExportsSeekfreeInner=0.972278, SortExportsSeekfree=0.003945, BuildDependencyMap=0.013422, SerializeImportMap=0.019342, SerializeExportMap=0.014212, SerializeDependencyMap=0.001974, SerializeStringAssetReferenceMap=0.002764, SaveThumbNailsAssetRegistryDataWorldLevelInfo=13.155523, SerializeExports=0.340279, SerializeBulkData=0.674237, MoveFile=1.152679, UnaccountedTime=1.027934, RunGuid=RunID604A3F764248B82F45BEC29CC5A8DCDA
SavePackageTransactionIdC601C8DB473AC0C53BE1BDBE1B81FDCC_26, Filename=D:/_FAC/ENJMIN/Semestre_2/Panopticon/PanopticonGit/Panopticon/UnrealProject/Content/WireTests/City/City_GroundVertices.uasset, AutoPackageBackupDelegate=1.801651, FlushAsyncLoading=0.008289, FlushStreamingFunc=0.106979, BlockTillAllRequestsFinished=0.004340, ResetLoadersForSaveUnMarkAllObjects=0.116847, TagPackageExports=0.004735, BeginCacheForCookedPlatformData=0.001185, SerializeImports=0.391595, GatherLocalizableTextData=0.009473, MarkNames=0.004739, SerializeSummary=0.007104, SerializeNames=0.026055, SerializeGatherableTextData=0.001185, BuildExportMap=0.011053, SortExportsNonSeekfree=0.003554, SortExportsSeekfreeConstructor=0.015788, SortExportsSeekfreeInner=0.116058, SortExportsSeekfree=0.001974, BuildDependencyMap=0.005130, SerializeImportMap=0.043422, SerializeExportMap=0.015002, SerializeDependencyMap=0.001185, SerializeStringAssetReferenceMap=0.001185, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.022896, SerializeExports=0.005130, SerializeBulkData=0.002764, MoveFile=0.933196, UnaccountedTime=0.860956, RunGuid=RunID604A3F764248B82F45BEC29CC5A8DCDA
SavePackageTransactionIdC601C8DB473AC0C53BE1BDBE1B81FDCC_27, Filename=D:/_FAC/ENJMIN/Semestre_2/Panopticon/PanopticonGit/Panopticon/UnrealProject/Content/Mesh/City/City_Ground.uasset, AutoPackageBackupDelegate=0.110533, FlushAsyncLoading=0.003945, FlushStreamingFunc=0.054874, BlockTillAllRequestsFinished=0.003945, ResetLoadersForSaveUnMarkAllObjects=0.113688, TagPackageExports=0.030793, BeginCacheForCookedPlatformData=0.001185, SerializeImports=0.390410, GatherLocalizableTextData=0.131056, MarkNames=0.005528, SerializeSummary=0.007499, SerializeNames=0.046976, SerializeGatherableTextData=0.001185, BuildExportMap=0.020526, SortExportsNonSeekfree=0.007894, SortExportsSeekfreeConstructor=0.006713, SortExportsSeekfreeInner=0.495810, SortExportsSeekfree=0.001971, BuildDependencyMap=0.007108, SerializeImportMap=0.006318, SerializeExportMap=0.004340, SerializeDependencyMap=0.001185, SerializeStringAssetReferenceMap=0.001185, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.327096, SerializeExports=0.165399, SerializeBulkData=0.081319, MoveFile=0.721611, UnaccountedTime=0.813585, RunGuid=RunID604A3F764248B82F45BEC29CC5A8DCDA
SavePackageTransactionIdC601C8DB473AC0C53BE1BDBE1B81FDCC_28, Filename=D:/_FAC/ENJMIN/Semestre_2/Panopticon/PanopticonGit/Panopticon/UnrealProject/Content/WireTests/City/City_Ground.uasset, AutoPackageBackupDelegate=1.227286, FlushAsyncLoading=0.005923, FlushStreamingFunc=0.077765, BlockTillAllRequestsFinished=0.004739, ResetLoadersForSaveUnMarkAllObjects=0.111319, TagPackageExports=0.004735, BeginCacheForCookedPlatformData=0.000790, SerializeImports=19.055895, GatherLocalizableTextData=0.020131, MarkNames=0.005525, SerializeSummary=0.011448, SerializeNames=0.013817, SerializeGatherableTextData=0.001580, BuildExportMap=0.018157, SortExportsNonSeekfree=0.006713, SortExportsSeekfreeConstructor=0.020131, SortExportsSeekfreeInner=0.142507, SortExportsSeekfree=0.003155, BuildDependencyMap=0.005923, SerializeImportMap=0.067107, SerializeExportMap=0.020131, SerializeDependencyMap=0.001185, SerializeStringAssetReferenceMap=0.001580, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.032369, SerializeExports=0.006318, SerializeBulkData=0.003159, MoveFile=0.942670, UnaccountedTime=0.813190, RunGuid=RunID604A3F764248B82F45BEC29CC5A8DCDA
SavePackageTransactionIdC601C8DB473AC0C53BE1BDBE1B81FDCC_29, Filename=D:/_FAC/ENJMIN/Semestre_2/Panopticon/PanopticonGit/Panopticon/UnrealProject/Content/Mesh/City/City_BuildingsVertices.uasset, AutoPackageBackupDelegate=0.132244, FlushAsyncLoading=0.003550, FlushStreamingFunc=0.102635, BlockTillAllRequestsFinished=0.004344, ResetLoadersForSaveUnMarkAllObjects=0.108950, TagPackageExports=0.032369, BeginCacheForCookedPlatformData=0.001185, SerializeImports=0.420019, GatherLocalizableTextData=0.137769, MarkNames=0.005919, SerializeSummary=0.007894, SerializeNames=0.048555, SerializeGatherableTextData=0.001185, BuildExportMap=0.021316, SortExportsNonSeekfree=0.008684, SortExportsSeekfreeConstructor=0.006318, SortExportsSeekfreeInner=0.531729, SortExportsSeekfree=0.001974, BuildDependencyMap=0.006713, SerializeImportMap=0.015397, SerializeExportMap=0.005525, SerializeDependencyMap=0.001185, SerializeStringAssetReferenceMap=0.001185, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.196827, SerializeExports=0.172112, SerializeBulkData=2.446283, MoveFile=0.917010, UnaccountedTime=0.812795, RunGuid=RunID604A3F764248B82F45BEC29CC5A8DCDA
SavePackageTransactionIdC601C8DB473AC0C53BE1BDBE1B81FDCC_30, Filename=D:/_FAC/ENJMIN/Semestre_2/Panopticon/PanopticonGit/Panopticon/UnrealProject/Content/WireTests/City/City_BuildingsVertices.uasset, AutoPackageBackupDelegate=5.069807, FlushAsyncLoading=0.012632, FlushStreamingFunc=0.096317, BlockTillAllRequestsFinished=0.004344, ResetLoadersForSaveUnMarkAllObjects=0.131451, TagPackageExports=0.005130, BeginCacheForCookedPlatformData=0.000790, SerializeImports=0.393964, GatherLocalizableTextData=0.009868, MarkNames=0.004739, SerializeSummary=0.008289, SerializeNames=0.009868, SerializeGatherableTextData=0.001185, BuildExportMap=0.011843, SortExportsNonSeekfree=0.003554, SortExportsSeekfreeConstructor=0.007104, SortExportsSeekfreeInner=0.108954, SortExportsSeekfree=0.001971, BuildDependencyMap=0.005133, SerializeImportMap=0.050921, SerializeExportMap=0.018951, SerializeDependencyMap=0.000790, SerializeStringAssetReferenceMap=0.001185, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.023291, SerializeExports=0.004739, SerializeBulkData=0.002369, MoveFile=1.399793, UnaccountedTime=0.846744, RunGuid=RunID604A3F764248B82F45BEC29CC5A8DCDA
SavePackageTransactionIdC601C8DB473AC0C53BE1BDBE1B81FDCC_31, Filename=D:/_FAC/ENJMIN/Semestre_2/Panopticon/PanopticonGit/Panopticon/UnrealProject/Content/Mesh/City/City_Buildings.uasset, AutoPackageBackupDelegate=0.123560, FlushAsyncLoading=0.004340, FlushStreamingFunc=0.050135, BlockTillAllRequestsFinished=0.005130, ResetLoadersForSaveUnMarkAllObjects=0.136979, TagPackageExports=0.031974, BeginCacheForCookedPlatformData=0.001185, SerializeImports=0.386462, GatherLocalizableTextData=0.132244, MarkNames=0.005525, SerializeSummary=0.008292, SerializeNames=0.046976, SerializeGatherableTextData=0.000786, BuildExportMap=0.021320, SortExportsNonSeekfree=0.008289, SortExportsSeekfreeConstructor=0.006314, SortExportsSeekfreeInner=0.537656, SortExportsSeekfree=0.003155, BuildDependencyMap=0.007898, SerializeImportMap=0.007104, SerializeExportMap=0.004344, SerializeDependencyMap=0.001185, SerializeStringAssetReferenceMap=0.001580, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.710399, SerializeExports=0.173692, SerializeBulkData=0.181980, MoveFile=0.857402, UnaccountedTime=0.881091, RunGuid=RunID604A3F764248B82F45BEC29CC5A8DCDA
SavePackageTransactionIdC601C8DB473AC0C53BE1BDBE1B81FDCC_32, Filename=D:/_FAC/ENJMIN/Semestre_2/Panopticon/PanopticonGit/Panopticon/UnrealProject/Content/WireTests/City/City_Buildings.uasset, AutoPackageBackupDelegate=1.333475, FlushAsyncLoading=0.004739, FlushStreamingFunc=0.033159, BlockTillAllRequestsFinished=0.004735, ResetLoadersForSaveUnMarkAllObjects=0.112504, TagPackageExports=0.004739, BeginCacheForCookedPlatformData=0.001185, SerializeImports=13.678968, GatherLocalizableTextData=0.013422, MarkNames=0.006709, SerializeSummary=0.009868, SerializeNames=0.015397, SerializeGatherableTextData=0.001185, BuildExportMap=0.014208, SortExportsNonSeekfree=0.004344, SortExportsSeekfreeConstructor=0.009079, SortExportsSeekfreeInner=0.134218, SortExportsSeekfree=0.002760, BuildDependencyMap=0.005923, SerializeImportMap=0.087239, SerializeExportMap=0.020530, SerializeDependencyMap=0.001185, SerializeStringAssetReferenceMap=0.001580, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.026844, SerializeExports=0.005919, SerializeBulkData=0.002764, MoveFile=1.048066, UnaccountedTime=0.837270, RunGuid=RunID604A3F764248B82F45BEC29CC5A8DCDA
SavePackageTransactionIdC601C8DB473AC0C53BE1BDBE1B81FDCC_33, Filename=D:/_FAC/ENJMIN/Semestre_2/Panopticon/PanopticonGit/Panopticon/UnrealProject/Content/Textures/Scan_02.uasset, AutoPackageBackupDelegate=0.112507, FlushAsyncLoading=0.003550, FlushStreamingFunc=0.139743, BlockTillAllRequestsFinished=0.004739, ResetLoadersForSaveUnMarkAllObjects=0.121582, TagPackageExports=0.021316, BeginCacheForCookedPlatformData=0.001185, SerializeImports=0.395149, GatherLocalizableTextData=0.049736, MarkNames=0.003949, SerializeSummary=0.007894, SerializeNames=0.019740, SerializeGatherableTextData=0.000790, BuildExportMap=0.011448, SortExportsNonSeekfree=0.004340, SortExportsSeekfreeConstructor=0.050925, SortExportsSeekfreeInner=0.099082, SortExportsSeekfree=0.002369, BuildDependencyMap=0.005525, SerializeImportMap=0.018947, SerializeExportMap=0.007503, SerializeDependencyMap=0.000790, SerializeStringAssetReferenceMap=0.001580, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.713710, SerializeExports=0.104215, SerializeBulkData=2.011661, MoveFile=1.037803, UnaccountedTime=0.917405, RunGuid=RunID604A3F764248B82F45BEC29CC5A8DCDA
SavePackageTransactionIdC601C8DB473AC0C53BE1BDBE1B81FDCC_34, Filename=D:/_FAC/ENJMIN/Semestre_2/Panopticon/PanopticonGit/Panopticon/UnrealProject/Content/WireTests/Textures/Scan_02.uasset, AutoPackageBackupDelegate=1.094252, FlushAsyncLoading=0.005133, FlushStreamingFunc=0.055660, BlockTillAllRequestsFinished=0.003159, ResetLoadersForSaveUnMarkAllObjects=0.107370, TagPackageExports=0.005133, BeginCacheForCookedPlatformData=0.000790, SerializeImports=0.350144, GatherLocalizableTextData=0.009868, MarkNames=0.004344, SerializeSummary=0.006314, SerializeNames=0.009477, SerializeGatherableTextData=0.000790, BuildExportMap=0.011448, SortExportsNonSeekfree=0.003155, SortExportsSeekfreeConstructor=0.007108, SortExportsSeekfreeInner=0.105005, SortExportsSeekfree=0.001971, BuildDependencyMap=0.004739, SerializeImportMap=0.039872, SerializeExportMap=0.014208, SerializeDependencyMap=0.001181, SerializeStringAssetReferenceMap=0.001185, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019740, SerializeExports=0.004735, SerializeBulkData=0.002369, MoveFile=0.740558, UnaccountedTime=0.794638, RunGuid=RunID604A3F764248B82F45BEC29CC5A8DCDA
SavePackageTransactionIdC601C8DB473AC0C53BE1BDBE1B81FDCC_35, Filename=D:/_FAC/ENJMIN/Semestre_2/Panopticon/PanopticonGit/Panopticon/UnrealProject/Content/Textures/M_Noise.uasset, AutoPackageBackupDelegate=0.121191, FlushAsyncLoading=0.003945, FlushStreamingFunc=0.138164, BlockTillAllRequestsFinished=0.004739, ResetLoadersForSaveUnMarkAllObjects=0.129875, TagPackageExports=0.023685, BeginCacheForCookedPlatformData=0.001185, SerializeImports=0.437781, GatherLocalizableTextData=0.054475, MarkNames=0.003949, SerializeSummary=0.008684, SerializeNames=0.022106, SerializeGatherableTextData=0.000790, BuildExportMap=0.012632, SortExportsNonSeekfree=0.004735, SortExportsSeekfreeConstructor=0.007108, SortExportsSeekfreeInner=0.114873, SortExportsSeekfree=0.001974, BuildDependencyMap=0.005130, SerializeImportMap=0.006709, SerializeExportMap=0.003554, SerializeDependencyMap=0.001181, SerializeStringAssetReferenceMap=0.001185, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.588486, SerializeExports=0.074606, SerializeBulkData=0.296067, MoveFile=0.665948, UnaccountedTime=1.026750, RunGuid=RunID604A3F764248B82F45BEC29CC5A8DCDA
SavePackageTransactionIdC601C8DB473AC0C53BE1BDBE1B81FDCC_36, Filename=D:/_FAC/ENJMIN/Semestre_2/Panopticon/PanopticonGit/Panopticon/UnrealProject/Content/WireTests/Textures/M_Noise.uasset, AutoPackageBackupDelegate=1.231235, FlushAsyncLoading=0.005130, FlushStreamingFunc=0.047766, BlockTillAllRequestsFinished=0.003159, ResetLoadersForSaveUnMarkAllObjects=0.109345, TagPackageExports=0.004739, BeginCacheForCookedPlatformData=0.000790, SerializeImports=0.400674, GatherLocalizableTextData=0.011843, MarkNames=0.004735, SerializeSummary=0.006713, SerializeNames=0.010263, SerializeGatherableTextData=0.001185, BuildExportMap=0.011053, SortExportsNonSeekfree=0.003155, SortExportsSeekfreeConstructor=0.007503, SortExportsSeekfreeInner=0.104610, SortExportsSeekfree=0.001974, BuildDependencyMap=0.004340, SerializeImportMap=0.044212, SerializeExportMap=0.022896, SerializeDependencyMap=0.001185, SerializeStringAssetReferenceMap=0.001580, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.021316, SerializeExports=0.004340, SerializeBulkData=0.002764, MoveFile=0.697132, UnaccountedTime=0.889380, RunGuid=RunID604A3F764248B82F45BEC29CC5A8DCDA
SavePackageTransactionIdC601C8DB473AC0C53BE1BDBE1B81FDCC_37, Filename=D:/_FAC/ENJMIN/Semestre_2/Panopticon/PanopticonGit/Panopticon/UnrealProject/Content/Textures/Noise.uasset, AutoPackageBackupDelegate=0.106186, FlushAsyncLoading=0.003949, FlushStreamingFunc=0.142112, BlockTillAllRequestsFinished=0.003945, ResetLoadersForSaveUnMarkAllObjects=0.108954, TagPackageExports=0.018947, BeginCacheForCookedPlatformData=0.001185, SerializeImports=0.370670, GatherLocalizableTextData=0.047371, MarkNames=0.003949, SerializeSummary=0.007499, SerializeNames=0.018951, SerializeGatherableTextData=0.001185, BuildExportMap=0.011843, SortExportsNonSeekfree=0.004340, SortExportsSeekfreeConstructor=0.005923, SortExportsSeekfreeInner=0.103425, SortExportsSeekfree=0.001580, BuildDependencyMap=0.005525, SerializeImportMap=0.008292, SerializeExportMap=0.003945, SerializeDependencyMap=0.001185, SerializeStringAssetReferenceMap=0.001576, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.976858, SerializeExports=0.092767, SerializeBulkData=4.853483, MoveFile=0.736609, UnaccountedTime=0.821877, RunGuid=RunID604A3F764248B82F45BEC29CC5A8DCDA
SavePackageTransactionIdC601C8DB473AC0C53BE1BDBE1B81FDCC_38, Filename=D:/_FAC/ENJMIN/Semestre_2/Panopticon/PanopticonGit/Panopticon/UnrealProject/Content/Textures/Scan_01.uasset, AutoPackageBackupDelegate=0.143297, FlushAsyncLoading=0.003945, FlushStreamingFunc=0.065137, BlockTillAllRequestsFinished=0.005130, ResetLoadersForSaveUnMarkAllObjects=0.137374, TagPackageExports=0.024475, BeginCacheForCookedPlatformData=0.001185, SerializeImports=0.491071, GatherLocalizableTextData=0.048950, MarkNames=0.003945, SerializeSummary=0.007503, SerializeNames=0.020921, SerializeGatherableTextData=0.001580, BuildExportMap=0.012238, SortExportsNonSeekfree=0.005130, SortExportsSeekfreeConstructor=0.006318, SortExportsSeekfreeInner=0.111714, SortExportsSeekfree=0.001974, BuildDependencyMap=0.005525, SerializeImportMap=0.007499, SerializeExportMap=0.003554, SerializeDependencyMap=0.001185, SerializeStringAssetReferenceMap=0.001580, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.631209, SerializeExports=0.126321, SerializeBulkData=0.202112, MoveFile=0.644237, UnaccountedTime=0.887010, RunGuid=RunID604A3F764248B82F45BEC29CC5A8DCDA
SavePackageTransactionIdC601C8DB473AC0C53BE1BDBE1B81FDCC_39, Filename=D:/_FAC/ENJMIN/Semestre_2/Panopticon/PanopticonGit/Panopticon/UnrealProject/Content/Levels/GenerationCpp.umap, AutoPackageBackupDelegate=1.372159, FlushAsyncLoading=0.005133, FlushStreamingFunc=0.058815, BlockTillAllRequestsFinished=0.013027, ResetLoadersForSaveUnMarkAllObjects=0.120796, TagPackageExports=0.132639, BeginCacheForCookedPlatformData=0.001580, SerializeImports=0.577521, GatherLocalizableTextData=1.199655, MarkNames=0.013813, SerializeSummary=0.008292, SerializeNames=0.080135, SerializeGatherableTextData=0.003945, BuildExportMap=0.071846, SortExportsNonSeekfree=0.022501, SortExportsSeekfreeConstructor=0.045002, SortExportsSeekfreeInner=3.244474, SortExportsSeekfree=0.002760, BuildDependencyMap=0.015792, SerializeImportMap=0.006318, SerializeExportMap=0.005919, SerializeDependencyMap=0.001974, SerializeStringAssetReferenceMap=0.001576, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.282645, SerializeExports=0.474885, SerializeBulkData=0.003949, MoveFile=0.809640, UnaccountedTime=0.875164, RunGuid=RunID604A3F764248B82F45BEC29CC5A8DCDA
